SeriesId,Year,Period,Label,Value,Race,Gender
LEU0252938700,2015,A01,2015 Annual,614,Black or African American,Men
LEU0252938700,2016,A01,2016 Annual,626,Black or African American,Men
LEU0252938700,2017,A01,2017 Annual,653,Black or African American,Men
LEU0252938700,2018,A01,2018 Annual,667,Black or African American,Men
LEU0252938700,2019,A01,2019 Annual,696,Black or African American,Men
LEU0252938700,2020,A01,2020 Annual,738,Black or African American,Men
LEU0252938700,2021,A01,2021 Annual,754,Black or African American,Men
LEU0252938700,2022,A01,2022 Annual,809,Black or African American,Men
LEU0252938700,2023,A01,2023 Annual,850,Black or African American,Men
LEU0252939900,2000,A01,2000 Annual,778,Black or African American,Men
LEU0252939900,2001,A01,2001 Annual,827,Black or African American,Men
LEU0252939900,2002,A01,2002 Annual,830,Black or African American,Men
LEU0252939900,2003,A01,2003 Annual,790,Black or African American,Men
LEU0252939900,2004,A01,2004 Annual,874,Black or African American,Men
LEU0252939900,2005,A01,2005 Annual,878,Black or African American,Men
LEU0252939900,2006,A01,2006 Annual,959,Black or African American,Men
LEU0252939900,2007,A01,2007 Annual,931,Black or African American,Men
LEU0252939900,2008,A01,2008 Annual,966,Black or African American,Men
LEU0252939900,2009,A01,2009 Annual,987,Black or African American,Men
LEU0252939900,2010,A01,2010 Annual,1010,Black or African American,Men
LEU0252939900,2011,A01,2011 Annual,1027,Black or African American,Men
LEU0252939900,2012,A01,2012 Annual,1086,Black or African American,Men
LEU0252939900,2013,A01,2013 Annual,1045,Black or African American,Men
LEU0252939900,2014,A01,2014 Annual,1027,Black or African American,Men
LEU0252939900,2015,A01,2015 Annual,1103,Black or African American,Men
LEU0252939900,2016,A01,2016 Annual,1052,Black or African American,Men
LEU0252939900,2017,A01,2017 Annual,1109,Black or African American,Men
LEU0252939900,2018,A01,2018 Annual,1139,Black or African American,Men
LEU0252939900,2019,A01,2019 Annual,1144,Black or African American,Men
LEU0252939900,2020,A01,2020 Annual,1247,Black or African American,Men
LEU0252939900,2021,A01,2021 Annual,1321,Black or African American,Men
LEU0252939900,2022,A01,2022 Annual,1452,Black or African American,Men
LEU0252939900,2023,A01,2023 Annual,1477,Black or African American,Men
LEU0252940500,2000,A01,2000 Annual,735,Black or African American,Men
LEU0252940500,2001,A01,2001 Annual,765,Black or African American,Men
LEU0252940500,2002,A01,2002 Annual,772,Black or African American,Men
LEU0252940500,2003,A01,2003 Annual,774,Black or African American,Men
LEU0252940500,2004,A01,2004 Annual,837,Black or African American,Men
LEU0252940500,2005,A01,2005 Annual,827,Black or African American,Men
LEU0252940500,2006,A01,2006 Annual,875,Black or African American,Men
LEU0252940500,2007,A01,2007 Annual,875,Black or African American,Men
LEU0252940500,2008,A01,2008 Annual,886,Black or African American,Men
LEU0252940500,2009,A01,2009 Annual,898,Black or African American,Men
LEU0252940500,2010,A01,2010 Annual,941,Black or African American,Men
LEU0252940500,2011,A01,2011 Annual,979,Black or African American,Men
LEU0252940500,2012,A01,2012 Annual,975,Black or African American,Men
LEU0252940500,2013,A01,2013 Annual,964,Black or African American,Men
LEU0252940500,2014,A01,2014 Annual,929,Black or African American,Men
LEU0252940500,2015,A01,2015 Annual,1002,Black or African American,Men
LEU0252940500,2016,A01,2016 Annual,965,Black or African American,Men
LEU0252940500,2017,A01,2017 Annual,998,Black or African American,Men
LEU0252940500,2018,A01,2018 Annual,1038,Black or African American,Men
LEU0252940500,2019,A01,2019 Annual,1056,Black or African American,Men
LEU0252940500,2020,A01,2020 Annual,1124,Black or African American,Men
LEU0252940500,2021,A01,2021 Annual,1167,Black or African American,Men
LEU0252940500,2022,A01,2022 Annual,1353,Black or African American,Men
LEU0252940500,2023,A01,2023 Annual,1356,Black or African American,Men
LEU0252941100,2000,A01,2000 Annual,949,Black or African American,Men
LEU0252941100,2001,A01,2001 Annual,1068,Black or African American,Men
LEU0252941100,2002,A01,2002 Annual,948,Black or African American,Men
LEU0252941100,2003,A01,2003 Annual,863,Black or African American,Men
LEU0252941100,2004,A01,2004 Annual,1013,Black or African American,Men
LEU0252941100,2005,A01,2005 Annual,1046,Black or African American,Men
LEU0252941100,2006,A01,2006 Annual,1181,Black or African American,Men
LEU0252941100,2007,A01,2007 Annual,1125,Black or African American,Men
LEU0252941100,2008,A01,2008 Annual,1235,Black or African American,Men
LEU0252941100,2009,A01,2009 Annual,1152,Black or African American,Men
LEU0252941100,2010,A01,2010 Annual,1176,Black or African American,Men
LEU0252941100,2011,A01,2011 Annual,1174,Black or African American,Men
LEU0252941100,2012,A01,2012 Annual,1333,Black or African American,Men
LEU0252941100,2013,A01,2013 Annual,1279,Black or African American,Men
LEU0252941100,2014,A01,2014 Annual,1331,Black or African American,Men
LEU0252941100,2015,A01,2015 Annual,1304,Black or African American,Men
LEU0252941100,2016,A01,2016 Annual,1331,Black or African American,Men
LEU0252941100,2017,A01,2017 Annual,1295,Black or African American,Men
LEU0252941100,2018,A01,2018 Annual,1360,Black or African American,Men
LEU0252941100,2019,A01,2019 Annual,1434,Black or African American,Men
LEU0252941100,2020,A01,2020 Annual,1538,Black or African American,Men
LEU0252941100,2021,A01,2021 Annual,1561,Black or African American,Men
LEU0252941100,2022,A01,2022 Annual,1604,Black or African American,Men
LEU0252941100,2023,A01,2023 Annual,1672,Black or African American,Men
LEU0254932400,2000,A01,2000 Annual,560,Black or African American,Men
LEU0254932400,2001,A01,2001 Annual,600,Black or African American,Men
LEU0254932400,2002,A01,2002 Annual,600,Black or African American,Men
LEU0254932400,2003,A01,2003 Annual,609,Black or African American,Men
LEU0254932400,2004,A01,2004 Annual,620,Black or African American,Men
LEU0254932400,2005,A01,2005 Annual,611,Black or African American,Men
LEU0254932400,2006,A01,2006 Annual,642,Black or African American,Men
LEU0254932400,2007,A01,2007 Annual,645,Black or African American,Men
LEU0254932400,2008,A01,2008 Annual,665,Black or African American,Men
LEU0254932400,2009,A01,2009 Annual,655,Black or African American,Men
LEU0254932400,2010,A01,2010 Annual,657,Black or African American,Men
LEU0254932400,2011,A01,2011 Annual,687,Black or African American,Men
LEU0254932400,2012,A01,2012 Annual,694,Black or African American,Men
LEU0254932400,2013,A01,2013 Annual,680,Black or African American,Men
LEU0254932400,2014,A01,2014 Annual,705,Black or African American,Men
LEU0254932400,2015,A01,2015 Annual,715,Black or African American,Men
LEU0254932400,2016,A01,2016 Annual,759,Black or African American,Men
LEU0254932400,2017,A01,2017 Annual,736,Black or African American,Men
LEU0254932400,2018,A01,2018 Annual,755,Black or African American,Men
LEU0254932400,2019,A01,2019 Annual,791,Black or African American,Men
LEU0254932400,2020,A01,2020 Annual,845,Black or African American,Men
LEU0254932400,2021,A01,2021 Annual,838,Black or African American,Men
LEU0254932400,2022,A01,2022 Annual,892,Black or African American,Men
LEU0254932400,2023,A01,2023 Annual,989,Black or African American,Men
LEU0252942300,2000,A01,2000 Annual,303,Black or African American,Women
LEU0252942300,2001,A01,2001 Annual,306,Black or African American,Women
LEU0252942300,2002,A01,2002 Annual,314,Black or African American,Women
LEU0252942300,2003,A01,2003 Annual,324,Black or African American,Women
LEU0252942300,2004,A01,2004 Annual,326,Black or African American,Women
LEU0252942300,2005,A01,2005 Annual,339,Black or African American,Women
LEU0252942300,2006,A01,2006 Annual,359,Black or African American,Women
LEU0252942300,2007,A01,2007 Annual,374,Black or African American,Women
LEU0252942300,2008,A01,2008 Annual,382,Black or African American,Women
LEU0252942300,2009,A01,2009 Annual,391,Black or African American,Women
LEU0252942300,2010,A01,2010 Annual,402,Black or African American,Women
LEU0252942300,2011,A01,2011 Annual,385,Black or African American,Women
LEU0252942300,2012,A01,2012 Annual,377,Black or African American,Women
LEU0252942300,2013,A01,2013 Annual,391,Black or African American,Women
LEU0252942300,2014,A01,2014 Annual,413,Black or African American,Women
LEU0252942300,2015,A01,2015 Annual,406,Black or African American,Women
LEU0252942300,2016,A01,2016 Annual,422,Black or African American,Women
LEU0252942300,2017,A01,2017 Annual,450,Black or African American,Women
LEU0252942300,2018,A01,2018 Annual,423,Black or African American,Women
LEU0252942300,2019,A01,2019 Annual,478,Black or African American,Women
LEU0252942300,2020,A01,2020 Annual,522,Black or African American,Women
LEU0252942300,2021,A01,2021 Annual,532,Black or African American,Women
LEU0252942300,2022,A01,2022 Annual,557,Black or African American,Women
LEU0252942300,2023,A01,2023 Annual,582,Black or African American,Women
LEU0252942900,2000,A01,2000 Annual,384,Black or African American,Women
LEU0252942900,2001,A01,2001 Annual,397,Black or African American,Women
LEU0252942900,2002,A01,2002 Annual,408,Black or African American,Women
LEU0252942900,2003,A01,2003 Annual,434,Black or African American,Women
LEU0252942900,2004,A01,2004 Annual,457,Black or African American,Women
LEU0252942900,2005,A01,2005 Annual,436,Black or African American,Women
LEU0252942900,2006,A01,2006 Annual,455,Black or African American,Women
LEU0252942900,2007,A01,2007 Annual,470,Black or African American,Women
LEU0252942900,2008,A01,2008 Annual,480,Black or African American,Women
LEU0252942900,2009,A01,2009 Annual,497,Black or African American,Women
LEU0252942900,2010,A01,2010 Annual,490,Black or African American,Women
LEU0252942900,2011,A01,2011 Annual,493,Black or African American,Women
LEU0252942900,2012,A01,2012 Annual,499,Black or African American,Women
LEU0252942900,2013,A01,2013 Annual,508,Black or African American,Women
LEU0252942900,2014,A01,2014 Annual,509,Black or African American,Women
LEU0252942900,2015,A01,2015 Annual,511,Black or African American,Women
LEU0252942900,2016,A01,2016 Annual,539,Black or African American,Women
LEU0252942900,2017,A01,2017 Annual,539,Black or African American,Women
LEU0252942900,2018,A01,2018 Annual,546,Black or African American,Women
LEU0252942900,2019,A01,2019 Annual,586,Black or African American,Women
LEU0252942900,2020,A01,2020 Annual,622,Black or African American,Women
LEU0252942900,2021,A01,2021 Annual,653,Black or African American,Women
LEU0252942900,2022,A01,2022 Annual,697,Black or African American,Women
LEU0252942900,2023,A01,2023 Annual,733,Black or African American,Women
LEU0252944100,2000,A01,2000 Annual,722,Black or African American,Women
LEU0252944100,2001,A01,2001 Annual,726,Black or African American,Women
LEU0252944100,2002,A01,2002 Annual,762,Black or African American,Women
LEU0252944100,2003,A01,2003 Annual,797,Black or African American,Women
LEU0252944100,2004,A01,2004 Annual,794,Black or African American,Women
LEU0252944100,2005,A01,2005 Annual,789,Black or African American,Women
LEU0252944100,2006,A01,2006 Annual,827,Black or African American,Women
LEU0252944100,2007,A01,2007 Annual,837,Black or African American,Women
LEU0252944100,2008,A01,2008 Annual,862,Black or African American,Women
LEU0252944100,2009,A01,2009 Annual,886,Black or African American,Women
LEU0252944100,2010,A01,2010 Annual,889,Black or African American,Women
LEU0252944100,2011,A01,2011 Annual,915,Black or African American,Women
LEU0252944100,2012,A01,2012 Annual,913,Black or African American,Women
LEU0252944100,2013,A01,2013 Annual,964,Black or African American,Women
LEU0252944100,2014,A01,2014 Annual,942,Black or African American,Women
LEU0252944100,2015,A01,2015 Annual,961,Black or African American,Women
LEU0252944100,2016,A01,2016 Annual,960,Black or African American,Women
LEU0252944100,2017,A01,2017 Annual,980,Black or African American,Women
LEU0252944100,2018,A01,2018 Annual,1013,Black or African American,Women
LEU0252944100,2019,A01,2019 Annual,1077,Black or African American,Women
LEU0252944100,2020,A01,2020 Annual,1129,Black or African American,Women
LEU0252944100,2021,A01,2021 Annual,1105,Black or African American,Women
LEU0252944100,2022,A01,2022 Annual,1169,Black or African American,Women
LEU0252944100,2023,A01,2023 Annual,1274,Black or African American,Women
LEU0252944700,2000,A01,2000 Annual,673,Black or African American,Women
LEU0252944700,2001,A01,2001 Annual,699,Black or African American,Women
LEU0252944700,2002,A01,2002 Annual,712,Black or African American,Women
LEU0252944700,2003,A01,2003 Annual,756,Black or African American,Women
LEU0252944700,2004,A01,2004 Annual,742,Black or African American,Women
LEU0252944700,2005,A01,2005 Annual,725,Black or African American,Women
LEU0252944700,2006,A01,2006 Annual,767,Black or African American,Women
LEU0252944700,2007,A01,2007 Annual,771,Black or African American,Women
LEU0252944700,2008,A01,2008 Annual,804,Black or African American,Women
LEU0252944700,2009,A01,2009 Annual,832,Black or African American,Women
LEU0252944700,2010,A01,2010 Annual,841,Black or African American,Women
LEU0252944700,2011,A01,2011 Annual,843,Black or African American,Women
LEU0252944700,2012,A01,2012 Annual,846,Black or African American,Women
LEU0252944700,2013,A01,2013 Annual,886,Black or African American,Women
LEU0252944700,2014,A01,2014 Annual,870,Black or African American,Women
LEU0252944700,2015,A01,2015 Annual,914,Black or African American,Women
LEU0252944700,2016,A01,2016 Annual,877,Black or African American,Women
LEU0252944700,2017,A01,2017 Annual,897,Black or African American,Women
LEU0252944700,2018,A01,2018 Annual,937,Black or African American,Women
LEU0252944700,2019,A01,2019 Annual,970,Black or African American,Women
LEU0252944700,2020,A01,2020 Annual,1011,Black or African American,Women
LEU0252944700,2021,A01,2021 Annual,995,Black or African American,Women
LEU0252944700,2022,A01,2022 Annual,1076,Black or African American,Women
LEU0252944700,2023,A01,2023 Annual,1157,Black or African American,Women
LEU0252945300,2000,A01,2000 Annual,790,Black or African American,Women
LEU0252945300,2001,A01,2001 Annual,799,Black or African American,Women
LEU0252945300,2002,A01,2002 Annual,894,Black or African American,Women
LEU0252945300,2003,A01,2003 Annual,893,Black or African American,Women
LEU0252945300,2004,A01,2004 Annual,959,Black or African American,Women
LEU0252945300,2005,A01,2005 Annual,930,Black or African American,Women
LEU0252945300,2006,A01,2006 Annual,948,Black or African American,Women
LEU0252945300,2007,A01,2007 Annual,1003,Black or African American,Women
LEU0252945300,2008,A01,2008 Annual,1026,Black or African American,Women
LEU0252945300,2009,A01,2009 Annual,1040,Black or African American,Women
LEU0252945300,2010,A01,2010 Annual,1010,Black or African American,Women
LEU0252945300,2011,A01,2011 Annual,1024,Black or African American,Women
LEU0252945300,2012,A01,2012 Annual,997,Black or African American,Women
LEU0252945300,2013,A01,2013 Annual,1116,Black or African American,Women
LEU0252945300,2014,A01,2014 Annual,1059,Black or African American,Women
LEU0252945300,2015,A01,2015 Annual,1091,Black or African American,Women
LEU0252945300,2016,A01,2016 Annual,1115,Black or African American,Women
LEU0252945300,2017,A01,2017 Annual,1133,Black or African American,Women
LEU0252945300,2018,A01,2018 Annual,1169,Black or African American,Women
LEU0252945300,2019,A01,2019 Annual,1231,Black or African American,Women
LEU0252945300,2020,A01,2020 Annual,1323,Black or African American,Women
LEU0252945300,2021,A01,2021 Annual,1248,Black or African American,Women
LEU0252945300,2022,A01,2022 Annual,1357,Black or African American,Women
LEU0252945300,2023,A01,2023 Annual,1478,Black or African American,Women
LEU0254933000,2000,A01,2000 Annual,467,Black or African American,Women
LEU0254933000,2001,A01,2001 Annual,488,Black or African American,Women
LEU0254933000,2002,A01,2002 Annual,500,Black or African American,Women
LEU0254933000,2003,A01,2003 Annual,510,Black or African American,Women
LEU0254933000,2004,A01,2004 Annual,521,Black or African American,Women
LEU0254933000,2005,A01,2005 Annual,513,Black or African American,Women
LEU0254933000,2006,A01,2006 Annual,534,Black or African American,Women
LEU0254933000,2007,A01,2007 Annual,552,Black or African American,Women
LEU0254933000,2008,A01,2008 Annual,576,Black or African American,Women
LEU0254933000,2009,A01,2009 Annual,581,Black or African American,Women
LEU0254933000,2010,A01,2010 Annual,587,Black or African American,Women
LEU0254933000,2011,A01,2011 Annual,589,Black or African American,Women
LEU0254933000,2012,A01,2012 Annual,595,Black or African American,Women
LEU0254933000,2013,A01,2013 Annual,596,Black or African American,Women
LEU0254933000,2014,A01,2014 Annual,600,Black or African American,Women
LEU0254933000,2015,A01,2015 Annual,601,Black or African American,Women
LEU0254933000,2016,A01,2016 Annual,622,Black or African American,Women
LEU0254933000,2017,A01,2017 Annual,633,Black or African American,Women
LEU0254933000,2018,A01,2018 Annual,628,Black or African American,Women
LEU0254933000,2019,A01,2019 Annual,662,Black or African American,Women
LEU0254933000,2020,A01,2020 Annual,714,Black or African American,Women
LEU0254933000,2021,A01,2021 Annual,718,Black or African American,Women
LEU0254933000,2022,A01,2022 Annual,767,Black or African American,Women
LEU0254933000,2023,A01,2023 Annual,811,Black or African American,Women
LEU0254874700,2000,A01,2000 Annual,359,Hispanic or Latino,Men
LEU0254874700,2001,A01,2001 Annual,382,Hispanic or Latino,Men
LEU0254874700,2002,A01,2002 Annual,391,Hispanic or Latino,Men
LEU0254874700,2003,A01,2003 Annual,393,Hispanic or Latino,Men
LEU0254874700,2004,A01,2004 Annual,402,Hispanic or Latino,Men
LEU0254874700,2005,A01,2005 Annual,414,Hispanic or Latino,Men
LEU0254874700,2006,A01,2006 Annual,420,Hispanic or Latino,Men
LEU0254874700,2007,A01,2007 Annual,428,Hispanic or Latino,Men
LEU0254874700,2008,A01,2008 Annual,472,Hispanic or Latino,Men
LEU0254874700,2009,A01,2009 Annual,469,Hispanic or Latino,Men
LEU0254874700,2010,A01,2010 Annual,443,Hispanic or Latino,Men
LEU0254874700,2011,A01,2011 Annual,450,Hispanic or Latino,Men
LEU0254874700,2012,A01,2012 Annual,486,Hispanic or Latino,Men
LEU0254874700,2013,A01,2013 Annual,480,Hispanic or Latino,Men
LEU0254874700,2014,A01,2014 Annual,497,Hispanic or Latino,Men
LEU0254874700,2015,A01,2015 Annual,502,Hispanic or Latino,Men
LEU0254874700,2016,A01,2016 Annual,518,Hispanic or Latino,Men
LEU0254874700,2017,A01,2017 Annual,564,Hispanic or Latino,Men
LEU0254874700,2018,A01,2018 Annual,598,Hispanic or Latino,Men
LEU0254874700,2019,A01,2019 Annual,622,Hispanic or Latino,Men
LEU0254874700,2020,A01,2020 Annual,644,Hispanic or Latino,Men
LEU0254874700,2021,A01,2021 Annual,660,Hispanic or Latino,Men
LEU0254874700,2022,A01,2022 Annual,730,Hispanic or Latino,Men
LEU0254874700,2023,A01,2023 Annual,742,Hispanic or Latino,Men
LEU0254876400,2000,A01,2000 Annual,487,Hispanic or Latino,Men
LEU0254876400,2001,A01,2001 Annual,498,Hispanic or Latino,Men
LEU0254876400,2002,A01,2002 Annual,507,Hispanic or Latino,Men
LEU0254876400,2003,A01,2003 Annual,522,Hispanic or Latino,Men
LEU0254876400,2004,A01,2004 Annual,521,Hispanic or Latino,Men
LEU0254876400,2005,A01,2005 Annual,530,Hispanic or Latino,Men
LEU0254876400,2006,A01,2006 Annual,569,Hispanic or Latino,Men
LEU0254876400,2007,A01,2007 Annual,584,Hispanic or Latino,Men
LEU0254876400,2008,A01,2008 Annual,603,Hispanic or Latino,Men
LEU0254876400,2009,A01,2009 Annual,594,Hispanic or Latino,Men
LEU0254876400,2010,A01,2010 Annual,590,Hispanic or Latino,Men
LEU0254876400,2011,A01,2011 Annual,606,Hispanic or Latino,Men
LEU0254876400,2012,A01,2012 Annual,624,Hispanic or Latino,Men
LEU0254876400,2013,A01,2013 Annual,629,Hispanic or Latino,Men
LEU0254876400,2014,A01,2014 Annual,637,Hispanic or Latino,Men
LEU0254876400,2015,A01,2015 Annual,678,Hispanic or Latino,Men
LEU0254876400,2016,A01,2016 Annual,679,Hispanic or Latino,Men
LEU0254876400,2017,A01,2017 Annual,709,Hispanic or Latino,Men
LEU0254876400,2018,A01,2018 Annual,738,Hispanic or Latino,Men
LEU0254876400,2019,A01,2019 Annual,761,Hispanic or Latino,Men
LEU0254876400,2020,A01,2020 Annual,791,Hispanic or Latino,Men
LEU0254876400,2021,A01,2021 Annual,824,Hispanic or Latino,Men
LEU0254876400,2022,A01,2022 Annual,864,Hispanic or Latino,Men
LEU0254876400,2023,A01,2023 Annual,908,Hispanic or Latino,Men
LEU0254878200,2000,A01,2000 Annual,597,Hispanic or Latino,Men
LEU0254878200,2001,A01,2001 Annual,627,Hispanic or Latino,Men
LEU0254878200,2002,A01,2002 Annual,616,Hispanic or Latino,Men
LEU0254878200,2003,A01,2003 Annual,623,Hispanic or Latino,Men
LEU0254878200,2004,A01,2004 Annual,650,Hispanic or Latino,Men
LEU0254878200,2005,A01,2005 Annual,659,Hispanic or Latino,Men
LEU0254878200,2006,A01,2006 Annual,673,Hispanic or Latino,Men
LEU0254878200,2007,A01,2007 Annual,714,Hispanic or Latino,Men
LEU0254878200,2008,A01,2008 Annual,724,Hispanic or Latino,Men
LEU0254878200,2009,A01,2009 Annual,729,Hispanic or Latino,Men
LEU0254878200,2010,A01,2010 Annual,731,Hispanic or Latino,Men
LEU0254878200,2011,A01,2011 Annual,737,Hispanic or Latino,Men
LEU0254878200,2012,A01,2012 Annual,758,Hispanic or Latino,Men
LEU0254878200,2013,A01,2013 Annual,749,Hispanic or Latino,Men
LEU0254878200,2014,A01,2014 Annual,780,Hispanic or Latino,Men
LEU0254878200,2015,A01,2015 Annual,796,Hispanic or Latino,Men
LEU0254878200,2016,A01,2016 Annual,803,Hispanic or Latino,Men
LEU0254878200,2017,A01,2017 Annual,812,Hispanic or Latino,Men
LEU0254878200,2018,A01,2018 Annual,875,Hispanic or Latino,Men
LEU0254878200,2019,A01,2019 Annual,882,Hispanic or Latino,Men
LEU0254878200,2020,A01,2020 Annual,951,Hispanic or Latino,Men
LEU0254878200,2021,A01,2021 Annual,985,Hispanic or Latino,Men
LEU0254878200,2022,A01,2022 Annual,1010,Hispanic or Latino,Men
LEU0254878200,2023,A01,2023 Annual,1079,Hispanic or Latino,Men
LEU0254880000,2000,A01,2000 Annual,807,Hispanic or Latino,Men
LEU0254880000,2001,A01,2001 Annual,853,Hispanic or Latino,Men
LEU0254880000,2002,A01,2002 Annual,856,Hispanic or Latino,Men
LEU0254880000,2003,A01,2003 Annual,879,Hispanic or Latino,Men
LEU0254880000,2004,A01,2004 Annual,913,Hispanic or Latino,Men
LEU0254880000,2005,A01,2005 Annual,946,Hispanic or Latino,Men
LEU0254880000,2006,A01,2006 Annual,945,Hispanic or Latino,Men
LEU0254880000,2007,A01,2007 Annual,1005,Hispanic or Latino,Men
LEU0254880000,2008,A01,2008 Annual,1059,Hispanic or Latino,Men
LEU0254880000,2009,A01,2009 Annual,1106,Hispanic or Latino,Men
LEU0254880000,2010,A01,2010 Annual,1065,Hispanic or Latino,Men
LEU0254880000,2011,A01,2011 Annual,1114,Hispanic or Latino,Men
LEU0254880000,2012,A01,2012 Annual,1103,Hispanic or Latino,Men
LEU0254880000,2013,A01,2013 Annual,1184,Hispanic or Latino,Men
LEU0254880000,2014,A01,2014 Annual,1161,Hispanic or Latino,Men
LEU0254880000,2015,A01,2015 Annual,1167,Hispanic or Latino,Men
LEU0254880000,2016,A01,2016 Annual,1246,Hispanic or Latino,Men
LEU0254880000,2017,A01,2017 Annual,1173,Hispanic or Latino,Men
LEU0254880000,2018,A01,2018 Annual,1234,Hispanic or Latino,Men
LEU0254880000,2019,A01,2019 Annual,1290,Hispanic or Latino,Men
LEU0254880000,2020,A01,2020 Annual,1371,Hispanic or Latino,Men
LEU0254880000,2021,A01,2021 Annual,1373,Hispanic or Latino,Men
LEU0254880000,2022,A01,2022 Annual,1499,Hispanic or Latino,Men
LEU0254880000,2023,A01,2023 Annual,1499,Hispanic or Latino,Men
LEU0254881800,2000,A01,2000 Annual,749,Hispanic or Latino,Men
LEU0254881800,2001,A01,2001 Annual,810,Hispanic or Latino,Men
LEU0254881800,2002,A01,2002 Annual,803,Hispanic or Latino,Men
LEU0254881800,2003,A01,2003 Annual,810,Hispanic or Latino,Men
LEU0254881800,2004,A01,2004 Annual,856,Hispanic or Latino,Men
LEU0254881800,2005,A01,2005 Annual,873,Hispanic or Latino,Men
LEU0254881800,2006,A01,2006 Annual,874,Hispanic or Latino,Men
LEU0254881800,2007,A01,2007 Annual,927,Hispanic or Latino,Men
LEU0254881800,2008,A01,2008 Annual,990,Hispanic or Latino,Men
LEU0254881800,2009,A01,2009 Annual,998,Hispanic or Latino,Men
LEU0254881800,2010,A01,2010 Annual,977,Hispanic or Latino,Men
LEU0254881800,2011,A01,2011 Annual,1035,Hispanic or Latino,Men
LEU0254881800,2012,A01,2012 Annual,1002,Hispanic or Latino,Men
LEU0254881800,2013,A01,2013 Annual,1059,Hispanic or Latino,Men
LEU0254881800,2014,A01,2014 Annual,1045,Hispanic or Latino,Men
LEU0254881800,2015,A01,2015 Annual,1068,Hispanic or Latino,Men
LEU0254881800,2016,A01,2016 Annual,1157,Hispanic or Latino,Men
LEU0254881800,2017,A01,2017 Annual,1066,Hispanic or Latino,Men
LEU0254881800,2018,A01,2018 Annual,1115,Hispanic or Latino,Men
LEU0254881800,2019,A01,2019 Annual,1187,Hispanic or Latino,Men
LEU0254881800,2020,A01,2020 Annual,1251,Hispanic or Latino,Men
LEU0254881800,2021,A01,2021 Annual,1251,Hispanic or Latino,Men
LEU0254881800,2022,A01,2022 Annual,1381,Hispanic or Latino,Men
LEU0254881800,2023,A01,2023 Annual,1396,Hispanic or Latino,Men
LEU0254883600,2000,A01,2000 Annual,1031,Hispanic or Latino,Men
LEU0254883600,2001,A01,2001 Annual,954,Hispanic or Latino,Men
LEU0254883600,2002,A01,2002 Annual,1046,Hispanic or Latino,Men
LEU0254883600,2003,A01,2003 Annual,1090,Hispanic or Latino,Men
LEU0254883600,2004,A01,2004 Annual,1149,Hispanic or Latino,Men
LEU0254883600,2005,A01,2005 Annual,1263,Hispanic or Latino,Men
LEU0254883600,2006,A01,2006 Annual,1142,Hispanic or Latino,Men
LEU0254883600,2007,A01,2007 Annual,1248,Hispanic or Latino,Men
LEU0254883600,2008,A01,2008 Annual,1378,Hispanic or Latino,Men
LEU0254883600,2009,A01,2009 Annual,1397,Hispanic or Latino,Men
LEU0254883600,2010,A01,2010 Annual,1387,Hispanic or Latino,Men
LEU0254883600,2011,A01,2011 Annual,1394,Hispanic or Latino,Men
LEU0254883600,2012,A01,2012 Annual,1287,Hispanic or Latino,Men
LEU0254883600,2013,A01,2013 Annual,1477,Hispanic or Latino,Men
LEU0254883600,2014,A01,2014 Annual,1507,Hispanic or Latino,Men
LEU0254883600,2015,A01,2015 Annual,1424,Hispanic or Latino,Men
LEU0254883600,2016,A01,2016 Annual,1518,Hispanic or Latino,Men
LEU0254883600,2017,A01,2017 Annual,1588,Hispanic or Latino,Men
LEU0254883600,2018,A01,2018 Annual,1502,Hispanic or Latino,Men
LEU0254883600,2019,A01,2019 Annual,1551,Hispanic or Latino,Men
LEU0254883600,2020,A01,2020 Annual,1613,Hispanic or Latino,Men
LEU0254883600,2021,A01,2021 Annual,1750,Hispanic or Latino,Men
LEU0254883600,2022,A01,2022 Annual,1757,Hispanic or Latino,Men
LEU0254883600,2023,A01,2023 Annual,1751,Hispanic or Latino,Men
LEU0254875200,2000,A01,2000 Annual,289,Hispanic or Latino,Women
LEU0254875200,2001,A01,2001 Annual,304,Hispanic or Latino,Women
LEU0254875200,2002,A01,2002 Annual,304,Hispanic or Latino,Women
LEU0254875200,2003,A01,2003 Annual,314,Hispanic or Latino,Women
LEU0254875200,2004,A01,2004 Annual,312,Hispanic or Latino,Women
LEU0254875200,2005,A01,2005 Annual,323,Hispanic or Latino,Women
LEU0254875200,2006,A01,2006 Annual,325,Hispanic or Latino,Women
LEU0254875200,2007,A01,2007 Annual,343,Hispanic or Latino,Women
LEU0254875200,2008,A01,2008 Annual,360,Hispanic or Latino,Women
LEU0254875200,2009,A01,2009 Annual,355,Hispanic or Latino,Women
LEU0254875200,2010,A01,2010 Annual,364,Hispanic or Latino,Women
LEU0254875200,2011,A01,2011 Annual,377,Hispanic or Latino,Women
LEU0254875200,2012,A01,2012 Annual,369,Hispanic or Latino,Women
LEU0254875200,2013,A01,2013 Annual,378,Hispanic or Latino,Women
LEU0254875200,2014,A01,2014 Annual,390,Hispanic or Latino,Women
LEU0254875200,2015,A01,2015 Annual,410,Hispanic or Latino,Women
LEU0254875200,2016,A01,2016 Annual,413,Hispanic or Latino,Women
LEU0254875200,2017,A01,2017 Annual,431,Hispanic or Latino,Women
LEU0254875200,2018,A01,2018 Annual,457,Hispanic or Latino,Women
