"Year","Men_Bucket","Women_Bucket","Total_Men","Total_Women","Top_Jobs_Men","Top_Jobs_Women"
2013,"$10000-20000","$10000-20000",229045,176252,"",""
2013,"$10000-20000","$20000-30000",1191,2749,"",""
2013,"$20000-30000","$10000-20000",2718084,3125287,"",""
2013,"$20000-30000","$20000-30000",8454153,6648865,"",""
2013,"$20000-30000","$30000-40000",42575,145754,"",""
2013,"$20000-30000",NA,17564,171,"","...Plasterers and stucco masons"
2013,"$30000-40000","$10000-20000",48331,3488,"",""
2013,"$30000-40000","$20000-30000",16966254,10354549,"",""
2013,"$30000-40000","$30000-40000",6726917,12994282,"",""
2013,"$30000-40000","$40000-50000",22795,3016,"",""
2013,"$30000-40000","$1e+05-110000",1989,94,"",""
2013,"$30000-40000",NA,60187,269,"","...Manufactured building and mobile home installers; ...Reinforcing iron and rebar workers; ...Cement masons, concrete finishers, and terrazzo workers; ...Paving, surfacing, and tamping equipment operators; ...Septic tank servicers and sewer pipe cleaners"
2013,"$40000-50000","$10000-20000",4635,106,"",""
2013,"$40000-50000","$20000-30000",3008671,232447,"",""
2013,"$40000-50000","$30000-40000",22948024,7750541,"",""
2013,"$40000-50000","$40000-50000",6103958,2862791,"",""
2013,"$40000-50000","$50000-60000",140034,6174,"",""
2013,"$40000-50000",NA,22461,168,"","...Riggers; ...Fish and game wardens; ...Roustabouts, oil and gas"
2013,"$50000-60000","$20000-30000",9450,8562,"",""
2013,"$50000-60000","$30000-40000",6197273,4284919,"",""
2013,"$50000-60000","$40000-50000",14232751,15414429,"",""
2013,"$50000-60000","$50000-60000",1139244,555751,"",""
2013,"$50000-60000","$60000-70000",37343,1960,"",""
2013,"$50000-60000","$70000-80000",706,337,"",""
2013,"$50000-60000",NA,11973,192,"","...Rail-track laying and maintenance equipment operators; ...Commercial divers; ...Electrical and electronics installers and repairers, transportation equipment"
2013,"$60000-70000","$30000-40000",29284,368,"",""
2013,"$60000-70000","$40000-50000",1555824,1404233,"",""
2013,"$60000-70000","$50000-60000",3957881,2316865,"",""
2013,"$60000-70000","$60000-70000",1334524,2189531,"",""
2013,"$60000-70000","$80000-90000",98259,1185,"",""
2013,"$60000-70000","$130000-140000",23425,1708,"",""
2013,"$60000-70000",NA,7971,59,"","...Railroad brake, signal, and switch operators; ...Roof bolters, mining"
2013,"$70000-80000","$30000-40000",28274,1006,"",""
2013,"$70000-80000","$40000-50000",24538,26947,"",""
2013,"$70000-80000","$50000-60000",3537481,4234982,"",""
2013,"$70000-80000","$60000-70000",8610682,3255272,"",""
2013,"$70000-80000","$70000-80000",8556,2011,"",""
2013,"$70000-80000","$80000-90000",10765,1606,"",""
2013,"$70000-80000","$90000-1e+05",1603,330,"",""
2013,"$70000-80000",NA,4440,30,"","...Signal and track switch repairers; ...Mine shuttle car operators"
2013,"$80000-90000","$40000-50000",26520,32265,"",""
2013,"$80000-90000","$50000-60000",1647689,4137270,"",""
2013,"$80000-90000","$60000-70000",6246703,3090511,"",""
2013,"$80000-90000","$70000-80000",1252316,509625,"",""
2013,"$80000-90000","$80000-90000",60758,10434,"",""
2013,"$80000-90000","$1e+05-110000",7886,544,"",""
2013,"$90000-1e+05","$50000-60000",618186,598507,"",""
2013,"$90000-1e+05","$60000-70000",655879,440625,"",""
2013,"$90000-1e+05","$70000-80000",111119,74185,"",""
2013,"$90000-1e+05","$80000-90000",1323051,279307,"",""
2013,"$90000-1e+05","$90000-1e+05",84233,7476,"",""
2013,"$1e+05-110000","$50000-60000",85054,3915,"",""
2013,"$1e+05-110000","$60000-70000",44484,20883,"",""
2013,"$1e+05-110000","$80000-90000",9222,3771,"",""
2013,"$1e+05-110000","$90000-1e+05",514340,226909,"",""
2013,"$1e+05-110000","$1e+05-110000",7563,1796,"",""
2013,"$1e+05-110000","$120000-130000",20619,2606,"",""
2013,"$110000-120000","$60000-70000",691164,685028,"",""
2013,"$110000-120000","$70000-80000",3623,935,"",""
2013,"$110000-120000","$80000-90000",32209,23672,"",""
2013,"$110000-120000","$1e+05-110000",16642,6558,"",""
2013,"$120000-130000","$60000-70000",5184,1573,"",""
2013,"$120000-130000","$80000-90000",23443,14280,"",""
2013,"$120000-130000","$90000-1e+05",798698,251171,"",""
2013,"$120000-130000","$1e+05-110000",568201,284659,"",""
2013,"$120000-130000","$110000-120000",219749,118560,"",""
2013,"$150000-160000","$1e+05-110000",74382,23180,"",""
2013,"$150000-160000","$140000-150000",8259,13405,"",""
2013,"$2e+05-210000","$140000-150000",495061,242485,"",""
2013,NA,"$90000-1e+05",0,2817,"...Nurse midwives",""
2014,"$10000-20000","$10000-20000",150114,124542,"",""
2014,"$20000-30000","$10000-20000",2345178,2195032,"",""
2014,"$20000-30000","$20000-30000",9567928,9978523,"",""
2014,"$20000-30000","$30000-40000",14171,7736,"",""
2014,"$20000-30000","$40000-50000",65994,1618,"",""
2014,"$30000-40000","$10000-20000",129622,2754,"",""
2014,"$30000-40000","$20000-30000",11149398,6348243,"",""
2014,"$30000-40000","$30000-40000",6845461,13607055,"",""
2014,"$30000-40000","$40000-50000",63325,2484,"",""
2014,"$30000-40000","$50000-60000",66435,1117,"",""
2014,"$30000-40000","$60000-70000",5074,553,"",""
2014,"$30000-40000",NA,35115,566,"","...Motion picture projectionists; ...Paving, surfacing, and tamping equipment operators; ...Paperhangers; ...Fence erectors; ...Helpers--extraction workers; ...Commercial divers"
2014,"$40000-50000","$0-10000",6738,464,"",""
2014,"$40000-50000","$10000-20000",48435,1414,"",""
2014,"$40000-50000","$20000-30000",5496170,1873021,"",""
2014,"$40000-50000","$30000-40000",26661534,7374509,"",""
2014,"$40000-50000","$40000-50000",6630857,3127655,"",""
2014,"$40000-50000","$50000-60000",45406,4933,"",""
2014,"$40000-50000","$60000-70000",6932,430,"",""
2014,"$40000-50000",NA,20608,665,"","...Roustabouts, oil and gas; ...Riggers; ...Cooling and freezing equipment operators and tenders"
2014,"$50000-60000","$20000-30000",12470,348,"",""
2014,"$50000-60000","$30000-40000",7351838,4547275,"",""
2014,"$50000-60000","$40000-50000",11950676,15221288,"",""
2014,"$50000-60000","$50000-60000",2538295,865971,"",""
2014,"$50000-60000","$60000-70000",27568,2186,"",""
2014,"$50000-60000",NA,28785,367,"","...Earth drillers, except oil and gas; ...Electrical and electronics installers and repairers, transportation equipment; ...Railroad brake, signal, and switch operators; ...Mine shuttle car operators"
2014,"$60000-70000","$20000-30000",62603,1351,"",""
2014,"$60000-70000","$30000-40000",124717,8087,"",""
2014,"$60000-70000","$40000-50000",1125339,1098065,"",""
2014,"$60000-70000","$50000-60000",4302447,2565450,"",""
2014,"$60000-70000","$60000-70000",825012,2144218,"",""
2014,"$60000-70000","$70000-80000",10095,2838,"",""
2014,"$60000-70000","$1e+05-110000",30023,904,"",""
2014,"$70000-80000","$30000-40000",9440,887,"",""
2014,"$70000-80000","$40000-50000",123437,147388,"",""
2014,"$70000-80000","$50000-60000",5819358,8882198,"",""
2014,"$70000-80000","$60000-70000",7331126,3317422,"",""
2014,"$70000-80000","$70000-80000",228970,107747,"",""
2014,"$70000-80000","$80000-90000",98434,827,"",""
2014,"$70000-80000",NA,7305,104,"","...Roof bolters, mining; ...Signal and track switch repairers"
2014,"$80000-90000","$50000-60000",65627,36669,"",""
2014,"$80000-90000","$60000-70000",5255065,2404245,"",""
2014,"$80000-90000","$70000-80000",4063320,1493157,"",""
2014,"$80000-90000","$80000-90000",41961,22562,"",""
2014,"$80000-90000","$120000-130000",2899,423,"",""
2014,"$80000-90000",NA,20987,5,"","...Elevator installers and repairers"
2014,"$90000-1e+05","$40000-50000",26420,29219,"",""
2014,"$90000-1e+05","$50000-60000",4690,57425,"",""
2014,"$90000-1e+05","$60000-70000",925629,861977,"",""
2014,"$90000-1e+05","$70000-80000",70359,45399,"",""
2014,"$90000-1e+05","$80000-90000",1537528,289542,"",""
2014,"$1e+05-110000","$20000-30000",2937,182,"",""
2014,"$1e+05-110000","$50000-60000",151873,60278,"",""
2014,"$1e+05-110000","$60000-70000",299662,99336,"",""
2014,"$1e+05-110000","$70000-80000",15957,8099,"",""
2014,"$1e+05-110000","$80000-90000",530007,191838,"",""
2014,"$1e+05-110000","$90000-1e+05",46857,134481,"",""
2014,"$1e+05-110000","$1e+05-110000",31968,10527,"",""
2014,"$110000-120000","$70000-80000",2824,10314,"",""
2014,"$110000-120000","$80000-90000",30616,24137,"",""
2014,"$120000-130000","$50000-60000",1760,575,"",""
2014,"$120000-130000","$60000-70000",687842,676240,"",""
2014,"$120000-130000","$90000-1e+05",30179,16919,"",""
2014,"$120000-130000","$1e+05-110000",24334,2102,"",""
2014,"$120000-130000","$110000-120000",101904,108424,"",""
2014,"$120000-130000","$120000-130000",127411,12575,"",""
2014,"$130000-140000","$90000-1e+05",5080,1500,"",""
2014,"$130000-140000","$1e+05-110000",1350281,524795,"",""
2014,"$150000-160000","$120000-130000",78254,24957,"",""
2014,"$160000-170000","$140000-150000",8875,11151,"",""
2014,"$210000-220000","$150000-160000",461288,225539,"",""
2014,NA,"$90000-1e+05",0,4490,"...Nurse midwives",""
2015,"$10000-20000","$10000-20000",99882,42698,"",""
2015,"$20000-30000","$10000-20000",1409149,777686,"",""
2015,"$20000-30000","$20000-30000",9273540,11112409,"",""
2015,"$20000-30000","$30000-40000",95075,3227,"",""
2015,"$20000-30000","$40000-50000",15706,704,"",""
2015,"$20000-30000",NA,8497,291,"","Paving, surfacing, and tamping equipment operators"
2015,"$30000-40000","$10000-20000",31449,17374,"",""
2015,"$30000-40000","$20000-30000",16117997,7905600,"",""
2015,"$30000-40000","$30000-40000",9161489,13349820,"",""
2015,"$30000-40000","$40000-50000",123284,14704,"",""
2015,"$30000-40000","$50000-60000",33215,640,"",""
2015,"$30000-40000","$70000-80000",2026,1803,"",""
2015,"$30000-40000",NA,8505,10,"","Reinforcing iron and rebar workers; Electrical and electronics installers and repairers, transportation equipment"
2015,"$40000-50000","$10000-20000",5846,236,"",""
2015,"$40000-50000","$20000-30000",6051011,2005693,"",""
2015,"$40000-50000","$30000-40000",27086020,7934679,"",""
2015,"$40000-50000","$40000-50000",7434422,3207099,"",""
2015,"$40000-50000","$50000-60000",17920,59156,"",""
2015,"$40000-50000","$60000-70000",3855,320,"",""
2015,"$40000-50000",NA,19217,267,"","Paperhangers; Roustabouts, oil and gas; Helpers--extraction workers; Commercial divers; Tool grinders, filers, and sharpeners"
2015,"$50000-60000","$20000-30000",65448,3812,"",""
2015,"$50000-60000","$30000-40000",6804188,4643433,"",""
2015,"$50000-60000","$40000-50000",11755012,15067975,"",""
2015,"$50000-60000","$50000-60000",3208034,1039917,"",""
2015,"$50000-60000","$60000-70000",4552,376,"",""
2015,"$50000-60000",NA,22111,327,"","Rail-track laying and maintenance equipment operators; Bridge and lock tenders; Tank car, truck, and ship loaders"
2015,"$60000-70000","$20000-30000",4271,7013,"",""
2015,"$60000-70000","$30000-40000",3149,7109,"",""
2015,"$60000-70000","$40000-50000",1505909,1412857,"",""
2015,"$60000-70000","$50000-60000",3978303,2285101,"",""
2015,"$60000-70000","$60000-70000",397876,1995919,"",""
2015,"$60000-70000",NA,7433,206,"","Signal and track switch repairers; Ship engineers; Mine shuttle car operators"
2015,"$70000-80000","$30000-40000",144568,5281,"",""
2015,"$70000-80000","$40000-50000",122976,153346,"",""
2015,"$70000-80000","$50000-60000",4733570,5139674,"",""
2015,"$70000-80000","$60000-70000",1903956,971684,"",""
2015,"$70000-80000","$70000-80000",179489,65443,"",""
2015,"$70000-80000","$1e+05-110000",26336,482,"",""
2015,"$70000-80000",NA,2799,0,"","Roof bolters, mining"
2015,"$80000-90000","$50000-60000",1733826,4620651,"",""
2015,"$80000-90000","$60000-70000",9228112,4578282,"",""
2015,"$80000-90000","$70000-80000",6019271,1845926,"",""
2015,"$80000-90000","$80000-90000",227897,44376,"",""
2015,"$80000-90000","$1e+05-110000",8253,1026,"",""
2015,"$90000-1e+05","$50000-60000",21315,28134,"",""
2015,"$90000-1e+05","$60000-70000",1005928,923086,"",""
2015,"$90000-1e+05","$70000-80000",407252,257040,"",""
2015,"$90000-1e+05","$80000-90000",669241,88280,"",""
2015,"$90000-1e+05","$90000-1e+05",94936,8877,"",""
2015,"$90000-1e+05","$1e+05-110000",10002,830,"",""
2015,"$1e+05-110000","$50000-60000",145614,62312,"",""
2015,"$1e+05-110000","$60000-70000",309583,99738,"",""
2015,"$1e+05-110000","$70000-80000",14331,24217,"",""
2015,"$1e+05-110000","$80000-90000",872238,230306,"",""
2015,"$1e+05-110000","$90000-1e+05",561004,297541,"",""
2015,"$1e+05-110000","$1e+05-110000",47775,8491,"",""
2015,"$110000-120000","$90000-1e+05",29870,15107,"",""
2015,"$110000-120000","$1e+05-110000",5449,667,"",""
2015,"$120000-130000","$60000-70000",698172,693994,"",""
2015,"$120000-130000","$70000-80000",29676,24223,"",""
2015,"$120000-130000","$1e+05-110000",19258,12010,"",""
2015,"$120000-130000","$110000-120000",98435,113204,"",""
2015,"$120000-130000","$130000-140000",130504,12188,"",""
2015,"$130000-140000","$1e+05-110000",569258,309832,"",""
2015,"$130000-140000","$110000-120000",25358,3564,"",""
2015,"$140000-150000","$1e+05-110000",796280,244595,"",""
2015,"$150000-160000","$120000-130000",68320,27393,"",""
2015,"$170000-180000","$140000-150000",10381,12452,"",""
2015,"$220000-230000","$150000-160000",477655,237706,"",""
2015,NA,"$90000-1e+05",53,4118,"Nurse midwives",""
2016,"$10000-20000","$10000-20000",91810,18703,"",""
2016,"$20000-30000","$10000-20000",244662,301922,"",""
2016,"$20000-30000","$20000-30000",7586039,9028373,"",""
2016,"$20000-30000","$30000-40000",33720,3027,"",""
2016,"$20000-30000","$60000-70000",423,1030,"",""
2016,"$30000-40000","$10000-20000",6977,6018,"",""
2016,"$30000-40000","$20000-30000",19010879,9923560,"",""
2016,"$30000-40000","$30000-40000",4613626,4343783,"",""
2016,"$30000-40000","$40000-50000",9589,4630,"",""
2016,"$30000-40000","$50000-60000",239956,1976,"",""
2016,"$30000-40000",NA,37215,121,"","Cement masons, concrete finishers, and terrazzo workers"
2016,"$40000-50000","$10000-20000",10480,462,"",""
2016,"$40000-50000","$20000-30000",6705100,2676156,"",""
2016,"$40000-50000","$30000-40000",32098218,16869911,"",""
2016,"$40000-50000","$40000-50000",6640509,4001337,"",""
2016,"$40000-50000","$50000-60000",441918,36224,"",""
2016,"$40000-50000",NA,40887,445,"","Reinforcing iron and rebar workers; Earth drillers, except oil and gas; Roustabouts, oil and gas; Commercial divers; Manufactured building and mobile home installers; Mine shuttle car operators; Tank car, truck, and ship loaders"
2016,"$50000-60000","$20000-30000",47446,8132,"",""
2016,"$50000-60000","$30000-40000",6320176,4365802,"",""
2016,"$50000-60000","$40000-50000",11424398,13344137,"",""
2016,"$50000-60000","$50000-60000",2414687,2831812,"",""
2016,"$50000-60000","$60000-70000",8893,926,"",""
2016,"$50000-60000","$70000-80000",44643,1029,"",""
2016,"$50000-60000",NA,19471,364,"","Boilermakers; Helpers--extraction workers; Electrical and electronics installers and repairers, transportation equipment; Hoist and winch operators"
2016,"$60000-70000","$30000-40000",11189,453,"",""
2016,"$60000-70000","$40000-50000",1919055,1154497,"",""
2016,"$60000-70000","$50000-60000",3864655,2497475,"",""
2016,"$60000-70000","$60000-70000",127525,68494,"",""
2016,"$60000-70000","$70000-80000",5663,1641,"",""
2016,"$60000-70000","$90000-1e+05",41142,334,"",""
2016,"$60000-70000",NA,3317,236,"","Railroad brake, signal, and switch operators"
2016,"$70000-80000","$40000-50000",128840,32676,"",""
2016,"$70000-80000","$50000-60000",5632110,5413886,"",""
2016,"$70000-80000","$60000-70000",2885693,3583907,"",""
2016,"$70000-80000","$70000-80000",351476,309128,"",""
2016,"$70000-80000","$150000-160000",15545,90,"",""
2016,"$70000-80000",NA,9506,372,"","Transit and railroad police; Roof bolters, mining; Signal and track switch repairers; Ship engineers"
2016,"$80000-90000","$40000-50000",71579,56686,"",""
2016,"$80000-90000","$50000-60000",1863860,4787629,"",""
2016,"$80000-90000","$60000-70000",3378985,2483862,"",""
2016,"$80000-90000","$70000-80000",11711889,3745424,"",""
2016,"$80000-90000","$80000-90000",632011,122482,"",""
2016,"$80000-90000",NA,1811,165,"","Agricultural engineers"
2016,"$90000-1e+05","$60000-70000",100020,121469,"",""
2016,"$90000-1e+05","$70000-80000",565008,367568,"",""
2016,"$90000-1e+05","$80000-90000",705022,93265,"",""
2016,"$90000-1e+05","$90000-1e+05",50244,7063,"",""
2016,"$90000-1e+05","$1e+05-110000",86504,6368,"",""
2016,"$1e+05-110000","$60000-70000",1210176,1038167,"",""
2016,"$1e+05-110000","$80000-90000",992465,255805,"",""
2016,"$1e+05-110000","$90000-1e+05",625295,173326,"",""
2016,"$110000-120000","$50000-60000",142840,56699,"",""
2016,"$110000-120000","$70000-80000",8464,9452,"",""
2016,"$110000-120000","$80000-90000",33085,2621,"",""
2016,"$110000-120000","$1e+05-110000",57161,156770,"",""
2016,"$120000-130000","$60000-70000",682419,722686,"",""
2016,"$120000-130000","$80000-90000",32986,25558,"",""
2016,"$120000-130000","$90000-1e+05",17769,7428,"",""
2016,"$120000-130000","$1e+05-110000",18087,9047,"",""
2016,"$120000-130000","$110000-120000",97539,117126,"",""
2016,"$130000-140000","$80000-90000",1035,253,"",""
2016,"$130000-140000","$1e+05-110000",568630,322458,"",""
2016,"$130000-140000","$130000-140000",131956,12856,"",""
2016,"$140000-150000","$1e+05-110000",819038,255313,"",""
2016,"$150000-160000","$110000-120000",85381,30584,"",""
2016,"$170000-180000","$150000-160000",10941,15312,"",""
2016,"$230000-240000","$160000-170000",489748,253635,"",""
2016,NA,"$1e+05-110000",0,4001,"Nurse midwives",""
2017,"$10000-20000","$20000-30000",3013,3493,"",""
2017,"$20000-30000","$10000-20000",16958,20365,"",""
2017,"$20000-30000","$20000-30000",6595374,7215283,"",""
2017,"$20000-30000","$30000-40000",3354,19964,"",""
2017,"$20000-30000","$50000-60000",10959,445,"",""
2017,"$30000-40000","$10000-20000",20590,4460,"",""
2017,"$30000-40000","$20000-30000",18170379,11870610,"",""
2017,"$30000-40000","$30000-40000",7155060,4483024,"",""
2017,"$30000-40000","$40000-50000",31493,9801,"",""
2017,"$30000-40000","$50000-60000",139778,1805,"",""
2017,"$30000-40000",NA,16862,130,"","Plasterers and stucco masons"
2017,"$40000-50000","$20000-30000",6532197,2568549,"",""
2017,"$40000-50000","$30000-40000",32216471,16816958,"",""
2017,"$40000-50000","$40000-50000",8029557,4315637,"",""
2017,"$40000-50000","$50000-60000",82211,199377,"",""
2017,"$40000-50000","$60000-70000",19363,336,"",""
2017,"$40000-50000",NA,19525,514,"","Reinforcing iron and rebar workers; Roustabouts, oil and gas; Helpers--extraction workers; Commercial divers; Manufactured building and mobile home installers; Milling and planing machine setters, operators, and tenders, metal and plastic"
2017,"$50000-60000","$10000-20000",4682,507,"",""
2017,"$50000-60000","$20000-30000",96491,7170,"",""
2017,"$50000-60000","$30000-40000",6322169,4323546,"",""
2017,"$50000-60000","$40000-50000",7468157,6450810,"",""
2017,"$50000-60000","$50000-60000",2889633,3988814,"",""
2017,"$50000-60000","$60000-70000",22837,1105,"",""
2017,"$50000-60000","$70000-80000",533,2241,"",""
2017,"$50000-60000","$80000-90000",3692,265,"",""
2017,"$50000-60000",NA,1225,51,"","Roof bolters, mining"
2017,"$60000-70000","$20000-30000",4230,489,"",""
2017,"$60000-70000","$30000-40000",44877,13046,"",""
2017,"$60000-70000","$40000-50000",5380753,7994309,"",""
2017,"$60000-70000","$50000-60000",3511003,2024466,"",""
2017,"$60000-70000","$60000-70000",1271395,519444,"",""
2017,"$60000-70000",NA,8846,271,"","Rail-track laying and maintenance equipment operators; Electrical and electronics installers and repairers, transportation equipment"
2017,"$70000-80000","$30000-40000",798,823,"",""
2017,"$70000-80000","$40000-50000",21021,30697,"",""
2017,"$70000-80000","$50000-60000",4906514,4674290,"",""
2017,"$70000-80000","$60000-70000",4182647,4887555,"",""
2017,"$70000-80000","$70000-80000",113190,121162,"",""
2017,"$70000-80000","$80000-90000",41908,3670,"",""
2017,"$70000-80000","$150000-160000",2812,253,"",""
2017,"$80000-90000","$40000-50000",49999,65604,"",""
2017,"$80000-90000","$50000-60000",32630,4635,"",""
2017,"$80000-90000","$60000-70000",5491334,7571356,"",""
2017,"$80000-90000","$70000-80000",12310848,4150634,"",""
2017,"$80000-90000","$80000-90000",563408,116451,"",""
2017,"$80000-90000",NA,5434,238,"","Agricultural engineers; Signal and track switch repairers"
2017,"$90000-1e+05","$50000-60000",4348,1982,"",""
2017,"$90000-1e+05","$60000-70000",124002,83137,"",""
2017,"$90000-1e+05","$70000-80000",636139,453171,"",""
2017,"$90000-1e+05","$80000-90000",582973,82337,"",""
2017,"$90000-1e+05","$90000-1e+05",65608,10586,"",""
2017,"$1e+05-110000","$40000-50000",18553,21115,"",""
2017,"$1e+05-110000","$50000-60000",2140,1362,"",""
2017,"$1e+05-110000","$60000-70000",656498,614676,"",""
2017,"$1e+05-110000","$70000-80000",709002,493103,"",""
2017,"$1e+05-110000","$80000-90000",241945,64220,"",""
2017,"$1e+05-110000","$90000-1e+05",1538506,410996,"",""
2017,"$1e+05-110000","$1e+05-110000",102143,129561,"",""
2017,"$110000-120000","$70000-80000",9524,10583,"",""
2017,"$110000-120000","$90000-1e+05",52532,60382,"",""
2017,"$110000-120000","$1e+05-110000",115178,13477,"",""
2017,"$120000-130000","$60000-70000",688587,715311,"",""
2017,"$120000-130000","$80000-90000",31989,28844,"",""
2017,"$120000-130000","$90000-1e+05",17250,7032,"",""
2017,"$120000-130000","$1e+05-110000",15769,10863,"",""
2017,"$120000-130000","$110000-120000",17654,2954,"",""
2017,"$120000-130000","$120000-130000",99370,111516,"",""
2017,"$130000-140000","$110000-120000",143563,16138,"",""
2017,"$140000-150000","$1e+05-110000",568535,320159,"",""
2017,"$140000-150000","$110000-120000",831158,266890,"",""
2017,"$140000-150000","$120000-130000",4880,1882,"",""
2017,"$160000-170000","$120000-130000",66304,28389,"",""
2017,"$170000-180000","$160000-170000",9717,14362,"",""
2017,"$240000-250000","$170000-180000",488416,274511,"",""
2017,NA,"$1e+05-110000",0,3279,"Nurse midwives",""
2017,NA,NA,149,0,"Mine shuttle car operators","Mine shuttle car operators"
2018,"$10000-20000","$10000-20000",1789,7699,"",""
2018,"$10000-20000","$30000-40000",573,33135,"",""
2018,"$20000-30000","$10000-20000",50388,35415,"",""
2018,"$20000-30000","$20000-30000",6104825,7121994,"",""
2018,"$20000-30000","$30000-40000",22277,28925,"",""
2018,"$30000-40000","$10000-20000",110080,2974,"",""
2018,"$30000-40000","$20000-30000",19598894,11921246,"",""
2018,"$30000-40000","$30000-40000",7243667,4539823,"",""
2018,"$30000-40000","$40000-50000",214243,11316,"",""
2018,"$30000-40000","$70000-80000",101492,467,"",""
2018,"$30000-40000",NA,3692,47,"","Manufactured building and mobile home installers"
2018,"$40000-50000","$20000-30000",1295202,706837,"",""
2018,"$40000-50000","$30000-40000",36362745,17028471,"",""
2018,"$40000-50000","$40000-50000",7157737,4586388,"",""
2018,"$40000-50000","$50000-60000",204342,6767,"",""
2018,"$40000-50000",NA,6907,107,"","Septic tank servicers and sewer pipe cleaners; Electrical and electronics installers and repairers, transportation equipment"
2018,"$50000-60000","$20000-30000",19798,309,"",""
2018,"$50000-60000","$30000-40000",8434481,5694210,"",""
2018,"$50000-60000","$40000-50000",4150931,2031867,"",""
2018,"$50000-60000","$50000-60000",2729628,3713040,"",""
2018,"$50000-60000","$60000-70000",27092,168083,"",""
2018,"$50000-60000","$70000-80000",72930,2528,"",""
2018,"$50000-60000","$80000-90000",4642,601,"",""
2018,"$50000-60000",NA,40978,526,"","Reinforcing iron and rebar workers; Rail-track laying and maintenance equipment operators; Excavating and loading machine and dragline operators, surface mining; Roustabouts, oil and gas; Wind turbine service technicians; Riggers"
2018,"$60000-70000","$30000-40000",61395,30445,"",""
2018,"$60000-70000","$40000-50000",8016717,12280524,"",""
2018,"$60000-70000","$50000-60000",4103812,2716727,"",""
2018,"$60000-70000","$60000-70000",208000,168971,"",""
2018,"$60000-70000","$70000-80000",133296,8846,"",""
2018,"$60000-70000","$80000-90000",24579,322,"",""
2018,"$60000-70000",NA,10665,164,"","Boilermakers"
2018,"$70000-80000","$30000-40000",11831,19719,"",""
2018,"$70000-80000","$40000-50000",33725,53780,"",""
2018,"$70000-80000","$50000-60000",2566936,1777471,"",""
2018,"$70000-80000","$60000-70000",8083572,8808878,"",""
2018,"$70000-80000","$70000-80000",138679,168248,"",""
2018,"$80000-90000","$10000-20000",23468,213,"",""
2018,"$80000-90000","$50000-60000",284354,190710,"",""
2018,"$80000-90000","$60000-70000",5501058,7581127,"",""
2018,"$80000-90000","$70000-80000",13086874,4550714,"",""
2018,"$80000-90000","$80000-90000",277055,30636,"",""
2018,"$80000-90000",NA,1907,35,"","Nuclear technicians"
2018,"$90000-1e+05","$40000-50000",1069,1103,"",""
2018,"$90000-1e+05","$50000-60000",92519,105352,"",""
2018,"$90000-1e+05","$60000-70000",188235,461249,"",""
2018,"$90000-1e+05","$70000-80000",490644,518492,"",""
2018,"$90000-1e+05","$80000-90000",1094401,645587,"",""
2018,"$90000-1e+05","$90000-1e+05",41051,2231,"",""
2018,"$90000-1e+05",NA,3165,0,"","Ship engineers"
2018,"$1e+05-110000","$60000-70000",689510,640591,"",""
2018,"$1e+05-110000","$70000-80000",294619,156533,"",""
2018,"$1e+05-110000","$80000-90000",246176,39007,"",""
2018,"$1e+05-110000","$90000-1e+05",669752,100250,"",""
2018,"$1e+05-110000","$1e+05-110000",37353,5662,"",""
2018,"$110000-120000","$70000-80000",38866,6248,"",""
2018,"$110000-120000","$80000-90000",103138,5997,"",""
2018,"$110000-120000","$90000-1e+05",1042142,255642,"",""
2018,"$110000-120000","$1e+05-110000",408633,282131,"",""
2018,"$120000-130000","$60000-70000",709246,723689,"",""
2018,"$120000-130000","$70000-80000",233304,93667,"",""
2018,"$120000-130000","$80000-90000",34255,27326,"",""
2018,"$120000-130000","$90000-1e+05",45117,22631,"",""
2018,"$120000-130000","$1e+05-110000",53804,77398,"",""
2018,"$120000-130000","$120000-130000",121148,138281,"",""
2018,"$130000-140000","$90000-1e+05",270,480,"",""
2018,"$130000-140000","$130000-140000",149509,16709,"",""
2018,"$140000-150000","$110000-120000",584308,332162,"",""
2018,"$150000-160000","$110000-120000",832690,268474,"",""
2018,"$170000-180000","$120000-130000",6180,1795,"",""
2018,"$180000-190000","$140000-150000",69160,33434,"",""
2018,"$190000-2e+05","$160000-170000",11012,12774,"",""
2018,"$230000-240000","$180000-190000",440501,261509,"",""
2018,NA,"$1e+05-110000",0,4337,"Nurse midwives",""
2018,NA,"$220000-230000",9403,2471,"Radiologists",""
2018,NA,"$230000-240000",37410,8252,"Surgeons",""
2018,NA,NA,2465,681,"Emergency medicine physicians","Emergency medicine physicians"
2019,"$10000-20000","$40000-50000",1445,3122,"",""
2019,"$20000-30000","$20000-30000",5840930,6870670,"",""
2019,"$20000-30000","$30000-40000",111177,66189,"",""
2019,"$20000-30000",NA,2450,0,"","Manufactured building and mobile home installers"
2019,"$30000-40000","$10000-20000",8594,556,"",""
2019,"$30000-40000","$20000-30000",11886432,7981127,"",""
2019,"$30000-40000","$30000-40000",5557848,7558974,"",""
2019,"$30000-40000",NA,21302,36,"","Plasterers and stucco masons"
2019,"$40000-50000","$20000-30000",8210462,2185818,"",""
2019,"$40000-50000","$30000-40000",39953296,17457093,"",""
2019,"$40000-50000","$40000-50000",2030976,4654457,"",""
2019,"$40000-50000","$50000-60000",64485,132198,"",""
2019,"$40000-50000","$80000-90000",49101,505,"",""
